mean_mfcc1,mean_mfcc2,mean_mfcc3,mean_delta_mfcc1,mean_delta2_mfcc1,std_mfcc1,std_mfcc2,std_mfcc3,std_delta_mfcc1,std_delta2_mfcc1,rms_mfcc1,rms_mfcc2,rms_mfcc3,Class
-264.13613534131446,162.8723873713408,-8.217327398691241,8.99458636981347e-16,-3.732056805465607e-15,77.88005654213718,35.28246678295642,24.782378773841824,4.928833927523645,2.2322277295963655,275.3782874521005,166.65013360429845,26.10920847646377,5
-102.2911806029713,140.03427496143564,-78.58024273653882,3.4941405446700633e-16,-1.4142880954606187e-15,73.9284250977376,28.28671399058911,29.613998719588484,4.277828277589109,2.227629959476934,126.20973681369234,142.86264855573816,83.97525509754138,5
-108.79894171455385,123.98296801889495,-45.49549587585723,0.0024722561702194617,-0.0006886323168631703,64.27933211865823,20.769481192791233,26.224679377457132,7.1585903363179275,4.149779087627995,126.36867592812565,125.71057118552933,52.51260756656984,5
-128.28315893363398,148.6190424608048,-44.59635526304425,4.331600675214172e-16,-1.6923077637985979e-15,98.56199009081308,30.501264593656728,27.59092863363478,6.397319239843632,2.96175385444308,161.7746418838674,151.71666659856047,52.44134099748004,5
-176.4885166228347,141.3351191969721,-55.76096004848914,0.00045526687498162444,2.236883857337919e-05,94.57741078385703,37.48014725162875,27.307057449593806,11.062658134271041,6.820492315984235,200.2325726007311,146.22030418661456,62.088324603621075,5
-235.70272812438847,124.76063760323564,-15.823282734033954,-3.7260554447471386e-05,-1.9655891614216717e-05,100.56942106062718,30.43445696640332,26.85967667345231,13.684568588085318,8.860175722781204,256.2615548570427,128.41912967313613,31.174003712766428,5
-142.8028052880468,134.66165318619284,-11.032217014923289,4.654750655895841e-16,-1.981719857865655e-15,110.78864793723727,38.38865493592604,28.279314209936125,9.020616988660022,4.446445045980119,180.73949681764893,140.02660342459245,30.355055994820013,5
-223.24357883176663,149.7614337371027,-4.156117462660899,7.586148996343444e-16,-3.192421389406817e-15,88.13090500570898,33.73023132164981,25.425830818644904,3.8252743558567954,1.7904264106057526,240.0098996015383,153.5129165249772,25.763272020102338,5
-206.7720615518939,94.87740389241696,-37.69099129329539,6.938260303532122e-16,-2.884210974459703e-15,96.75614795100496,32.57666278487169,31.983372635626562,12.580045769451145,6.067385947144377,228.29024859756268,100.3143096849301,49.43224605276008,5
-101.89885315114147,138.985870016616,-55.83828906843161,3.2812546205540095e-16,-1.5181874020470392e-15,84.14560423045725,33.217874480339475,32.71406191126083,6.146691185728884,3.0244557337366915,132.15089475605768,142.90031227841058,64.71571967322572,5
-131.8121623132637,122.27133771717095,-33.720442742978776,3.934972836373727e-16,-1.7638971778943487e-15,92.64579940398396,34.06468495688809,23.684807687944506,13.026907241039387,7.6041860700060395,161.11390467896126,126.92786450720152,41.207261180493724,5
-172.01419544558934,137.07532267722837,-20.48345003425162,5.904877647960428e-16,-2.429224559494045e-15,133.4844330783503,31.227919315860962,29.950405188307144,4.7454629559470085,2.2149405116858065,217.73143390204817,140.58743554053538,36.284962398347034,5
-105.40924795284535,114.97885862518834,-38.1794191476675,3.261145189408472e-16,-1.4115507673647264e-15,74.42485837522352,28.12360113512238,23.460942363876917,9.80035539369235,5.098803554232328,129.03553424602273,118.36838628433905,44.81164874287081,5
-96.55943534134029,164.47951827222616,-53.403065794725435,3.09909599839087e-16,-1.2768775367563673e-15,72.55601114277022,27.82217879421176,25.189757472440924,5.7250999905202145,3.209490201291667,120.78120427611358,166.81602310306008,59.04584081708183,5
-250.12617410861603,148.92211955734967,-11.24491918172215,8.600294301284856e-16,-3.458695110616499e-15,95.89892103080258,36.87266925214379,32.26570387986285,4.212606266908907,1.9244091813518251,267.8800217057737,153.41900609517566,34.169048190818245,5
-233.17446293114557,145.48020955077115,-13.041558656589446,2.3404284412839856e-05,-5.9629540623651004e-05,84.43327974914796,25.509516028754543,21.68969004614819,6.382504013651147,3.163373413463243,247.99054194147413,147.69978598142106,25.30859353048373,5
