mean_mfcc1,mean_mfcc2,mean_mfcc3,mean_delta_mfcc1,mean_delta2_mfcc1,std_mfcc1,std_mfcc2,std_mfcc3,std_delta_mfcc1,std_delta2_mfcc1,rms_mfcc1,rms_mfcc2,rms_mfcc3,Class
-400.7097295130898,180.0473094351266,-29.24378577442574,0.006417737048093075,-0.0002441225414337306,46.585348925611356,24.51189790987726,34.19712653934641,5.238123348168055,2.4771797219919205,403.40857955796446,181.7081912682322,44.99602726873314,1
-184.10430791156202,221.70215894730714,-35.179141568569925,6.365505366304114e-16,-2.5290302436905366e-15,53.24394931146291,32.46024505414403,28.498980739329376,5.181859915335729,2.646096478749074,191.64893511281733,224.06587154422272,45.27431837898999,1
-221.09871762224319,181.43034931888423,-10.748257266318017,0.017669677863223838,0.0017808857421083742,41.83460058955309,27.2880100107054,23.553881074323197,5.779181021221855,3.1527867561889957,225.02172504157872,183.47099810138033,25.890352410238037,1
-184.30724589812303,152.52750754460294,-45.63442674797506,0.0033038808499351352,0.0014790169943753925,66.78767960398342,29.8705664711768,24.18959339633933,6.81930247607152,3.358141672340473,196.035086240794,155.4248734890201,51.64917553356031,1
-229.20353871773702,142.227570251805,-60.578379084089754,0.0007932926038595299,0.0007211750944142184,82.59860520497216,45.997795346783015,33.791886049621056,5.949966831992302,3.2503682092610506,243.63249319936787,149.4806974712677,69.36592517400929,1
-380.9823252002493,188.08483774434072,-50.26265226415466,0.009674190795284674,-0.006365602249036705,56.61324465797495,27.36737806165612,31.899829502763687,7.04174615214567,3.186752064503542,385.1656677141568,190.06546127922505,59.53094434773166,1
-236.10313224015067,121.17151513083142,-19.571268116050856,8.319062782519142e-16,-3.258628666670572e-15,46.21123059481541,27.849817604708935,15.899617969646181,5.120294862131526,3.3194907782479954,240.58297297750994,124.33080237703311,25.21571706795277,1
-210.33774762504405,158.4682464163641,-47.009062536420466,0.00023282076136837924,0.00018599566336314198,65.78780217171398,29.606796335475945,20.309612147524707,6.127858636304486,3.725312952830542,220.38603175011184,161.21025870436364,51.20871318570673,1
-297.0414070566763,134.83825783790107,-40.87154843248913,0.005978505698193315,-0.0003914804591862965,81.21284341933128,36.79484081910535,33.66717278324917,6.743763959897883,3.092918712171725,307.94337700697974,139.7684373800594,52.95245031617005,1
-162.6330535946432,146.37614797352356,-3.0921938879006015,5.460540426246464e-16,-2.2046427610709053e-15,95.23457372764051,41.760801492319644,21.134970192849728,6.72978409348669,3.2695132599333676,188.4652067480984,152.21675741142232,21.359977249356245,1
-240.04829225167265,170.42339906189773,-55.907858304391766,0.0012025795918375686,0.0010932541743941164,99.50862134219942,49.64065550018352,31.786175944699366,7.243824167194877,3.727215532684636,259.85601462034634,177.50585800558457,64.31212639441594,1
-183.3875463344037,128.2301193004577,-47.02200466936972,0.000714433838999637,-0.004088420948018224,66.4669550308535,23.26252250539742,19.35164283776246,5.959344792810913,3.593659004524399,195.06113980397677,130.32309253974805,50.84835300820029,1
-197.47833132672181,178.16697933255844,-56.83561108913919,6.964271722308683e-16,-2.7772760868939836e-15,68.55364911638429,33.606488293926105,30.993382317235174,6.723083360675796,3.3623096503329477,209.03897758733623,181.30876586623742,64.73697888639991,1
-294.6021495718355,182.5444258558513,-16.849152917760627,0.0018571913979163412,0.000411504402915906,56.29552138946145,29.83611474228365,26.268080516368496,5.079773058798372,2.5295426986710825,299.93267954802366,184.96664876122156,31.20746718432144,1
-241.91046423028263,176.2642329953606,-1.069901224829958,0.0333552386475476,0.0013675940430967091,42.474920522064515,22.900467372721135,20.169715922751237,5.861633377503895,2.9331007454390257,245.61105752279664,177.74563634399533,20.198072408905194,1
-218.1637326243408,154.65486318866002,-67.44789513573244,0.0005099143826296816,-0.0008035552321882092,83.44335693330395,38.52179461959368,34.07862643456263,7.161121212806003,3.4023585165355366,233.57698527227296,159.38022263950225,75.5683223176698,1
-300.2384541248511,217.76120611095848,25.90600061553074,0.002173252290375303,-0.00026400532762645525,51.355040889242005,38.77140849173299,25.74185136466654,4.146241543687623,1.8616811359919914,304.5988666426978,221.18581555636015,36.52073081925475,1
-282.177197298231,230.6108362127571,-30.268390602583302,0.011337772613374394,-0.001958928528157652,41.30282625678755,24.83437604909673,29.375645964062972,5.136434305523423,2.6365604075257827,285.1839654186104,231.9441829675731,42.17942680355581,1
-292.17027595381046,212.19087036830908,-13.841636970751992,0.006641019219162968,0.0002628277203658286,34.72024286533971,18.439020767860885,24.801912995828893,5.265252592400918,2.819630122214872,294.22604476074844,212.99052315663752,28.40291890427381,1
-231.47311394589076,137.42515457900248,-67.044380673926,0.0009117950484949342,0.0008289045895372443,85.17973186991047,36.684071650226436,24.10132456713421,5.39019810908171,2.7131273768414164,246.6483107609642,142.23710565074668,71.24480911505516,1
-171.0418118174751,122.96620515930681,-46.40435311911994,-2.412370733861542e-05,8.415159328926824e-06,70.43466302362434,23.11794250361558,23.002560342391163,6.138566606969683,3.3174976845273005,184.97660161505854,125.1204494752205,51.792680667342594,1
-140.04274775540347,219.07977464012237,-65.59728147146461,4.768586310986625e-16,-1.9304593161413255e-15,37.65383643622511,23.02020378128262,21.815263745259696,4.667955482502993,2.3631138170255115,145.0164907769098,220.2858993183599,69.12965404746214,1
-249.97467758819684,190.68043666970763,-63.276203545483675,0.0002524423242163666,-0.0001919336258231176,63.77033743954198,32.22407477222563,27.02959143546673,8.367139216389123,4.574781753102701,257.98061045837534,193.3841253140401,68.80753409545888,1
-287.4811907063765,213.6178817863402,-12.083891664725268,0.00392795074455997,-0.0008500659764101281,45.08836166697323,22.082091809196204,28.003471051169313,5.130913576729499,2.8269866256974363,290.99552465247257,214.75618314160965,30.499423415508932,1
-202.1211479063887,131.3490577523201,-45.802658591988994,0.00481336564111256,0.0014370441030025357,55.29482499422747,28.847658078379443,23.493951454813303,6.785537019747295,3.5117686245078485,209.54826676004384,134.4795982631916,51.47668685002394,1
-353.0803404816151,188.25782188714405,-51.5915428263225,0.011877215688029933,0.0002284696834741678,46.057625746284835,22.762804046700285,25.59238007969285,6.208419657819375,2.8715424371220517,356.07166655604334,189.62898710313283,57.59042636883085,1
-325.7550546732564,187.33233145497712,-3.409607808325599,1.1003462464818684e-15,-4.4769850161600495e-15,57.02678771006151,38.99527453015401,20.573622280915657,3.658374479544363,1.549495524555218,330.7089508339693,191.34793922078046,20.854240795684316,1
-145.53140460654035,163.38826897374508,-55.28782705840966,5.033259292052093e-16,-1.98020741548638e-15,60.83302276297584,24.747231896894544,29.569953557200773,5.30249273261947,2.4998308096657813,157.73410026127289,165.2517834239484,62.69869196574699,1
-183.81495322771062,141.69753753257714,-45.44170186855339,0.00028963843270452043,0.0001513551170498385,100.34261294471139,37.988714284793105,25.595486633341658,6.725911656696258,3.8962579266550494,209.41961943112585,146.70151517897742,52.15435940271973,1
-229.9604798889242,151.81580638049167,-32.57198151034651,0.008752098629728866,-0.00016102660469617203,68.68453872816764,32.398781435361606,28.998087256007327,9.91583252765877,5.277541387459598,239.9987253529599,155.23440374303394,43.60989617067862,1
-109.35891376000353,194.01287125639308,-74.66122077274966,0.01639774807037327,-1.1853814591192586e-05,51.8631964000772,26.489415456915975,24.705194378354346,5.428449714461161,2.927163671636748,121.03372736390826,195.81287839260943,78.64251087388766,1
-245.58500563754097,194.0513590207048,-98.9872001560978,0.0008982285448288214,3.0882790477945274e-05,57.62434825667274,31.26089319858376,33.064114680462424,6.351574666646799,3.243472913121364,252.25495140035872,196.55323294557056,104.3633147918661,1
-197.78571462793118,119.63942402636744,-52.20192897597324,1.24177776734159e-05,1.0667428392138044e-06,89.7456860476613,31.06013189616062,21.737883467636394,9.72480087228548,5.764383486015444,217.1945604177204,123.60551595607633,56.54712164615538,1
-231.4515706138213,179.72851110878491,-70.8340439206696,8.098465044194901e-16,-3.181818615556575e-15,62.36478550759153,28.770202476765462,28.957942687795672,5.325640317373944,2.838014019954462,239.70647886741108,182.01665378732434,76.52466414735193,1
-170.9236608926626,177.33428191057953,-36.678273938747566,0.015392958077924951,-4.2755109389484504e-05,70.01102584188355,30.232771081130185,27.503966676208297,7.78772888915474,3.65445136816439,184.7063658685937,179.89293479173915,45.84499931346695,1
-374.39001012699026,184.68293022945934,-23.399961679797606,0.012032571568298648,-0.0013465340186826563,55.89615376673807,24.85846701340472,39.002071514217356,5.028147221184727,2.5740073921059268,378.53964084201624,186.34840514583394,45.48318138626762,1
-204.65410889216406,158.26220589861288,-51.31926249823802,7.25942961776908e-16,-2.907740366888886e-15,80.3741226248439,37.823264452786475,32.72015752613088,7.172758719190295,3.933969920645649,219.8711074110448,162.71916036459984,60.8627588258853,1
-154.7240400202925,162.01543109793684,-82.32686916824187,0.020078804789530832,0.0008185473340354688,53.14087417904846,32.226361534351355,30.047628823712962,6.476515075363363,2.893075072395147,163.59547997641786,165.18940126894654,87.63888055522183,1
-148.53715838052725,135.08625559874264,-35.9421212782551,0.004156281069411579,-0.0008836357515737993,48.95547737980853,22.861141579042425,25.708237064541997,4.29298305754851,2.2349108113368836,156.39669493070107,137.00703721337032,44.18992571783176,1
-238.49691765649956,203.54288165426436,-74.96653493999867,8.237213905270766e-16,-3.3021512497767658e-15,67.89186674868205,30.964558077012764,39.72767563783918,4.9317552325251555,2.3747155714988786,247.97194458702768,205.88469717059246,84.84261648779699,1
-165.11791894000032,80.08403273557806,-12.162025202505951,5.461836319882822e-16,-2.850511252161799e-15,118.86223636363158,38.71343667604418,23.77901332151449,10.974334312297499,6.290390193194736,203.450628872069,88.9504495686403,26.708731373301006,1
