Filename,AbsDev_1st_MFCC,AbsDev_2nd_MFCC,Ratio_2nd_to_1st
Roop Tera Mastana 4K Song  Aradhana Movie  Rajesh Khanna  Sharmila Tagore  Kishore Kumar_MFCC.csv,14.60931356880355,6.977533654836377,0.47760859002548
Saagar kinare (Lyrical Video)  Kishore Kumar  Lata Mangeshkar  Saagar_MFCC.csv,15.635784352187164,8.219345657538545,0.5256753017566916
"Tum Aa Gaye Ho Noor Aa Gaya Hai  Lata Mangeshkar, Kishore Kumar  Aandhi 1975 Songs  Sanjeev Kumar_MFCC.csv",9.001312237411138,5.206094758901066,0.5783706443671137
"Yeh Jeevan Hai Is Jeevan Ka Video Song  Piya Ka Ghar  Jaya Bachchan, Anil Dhawan  Kishore Kumar_MFCC.csv",9.571943854468522,5.075851374227465,0.5302842820017042
Yeh Ratein Yeh Mausam  Dilli Ka Thug (1958)  Nutan  Asha Bhosle  Kishore Kumar Hit Songs_MFCC.csv,12.335893338914026,6.480797308560372,0.5253610039020409
Yeh Shaam Mastani 4K  Kishore Kumar  Rajesh Khanna  Kati Patang  Classic Bollywood 4K Video Song_MFCC.csv,7.99822617276915,5.742424385430023,0.7179622408004346
Zindagi Ek Safar Hai Suhana - Lyrical  Kishore Kumar  Hema Malini  Rajesh Khanna  Andaz (1971)_MFCC.csv,14.479116510952293,7.3968471705030625,0.5108631569410979
Zindagi Ke Safar Mein Guzar Jaate  Kishore Kumar  Aap Ki Kasam 1974 Songs_MFCC.csv,9.542003707775711,5.60250622612809,0.5871414849234073
आपकी आँखों में कुछ  Aapki Ankhon Mein Kuch with lyrics  Ghar  Vinod Mehra  Rekha_MFCC.csv,12.986827905650392,6.434326001565381,0.49545016291206057
"इक लड़की भीगी भागी सी HD - चलती का नाम गाड़ी - किशोर कुमार, मधुबाला - Old Is Gold_MFCC.csv",12.49842459619583,8.143840224744661,0.6515893392854822
"मेरे नैना सावन भादों [HD] Kishore Kumar Old Hindi Songs  Rajesh Khanna, Hema Malini  Mehbooba 1976_MFCC.csv",8.739134147455815,4.470262269994341,0.5115223309961145
ये जो मोहब्बत है  Yeh Jo Mohabbat Hai 4K Video Song  राजेश खन्ना - किशोर कुमार  Kati Patang Song_MFCC.csv,10.522250309414225,5.809471892949791,0.552113067273459
