PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,class_label
8.442492123110332,8.449051334438325,-3.8032900714105913,0.9305733977217117,0.40709889727972554,2.5621868186967203,-2.7019720300739127,-0.8574779619042137,-0.6906552306927216,-0.9251099590487171,-0.4203080722063689,-3.0431962575441216,0.40375031960592644,-1.9602016586924986,0.9750346251389823,0.3983672383684349,0.1280121913179943,-0.9745443575931538,-0.5671258370845916,0.3444413005698038,1
5.591503576283516,-1.4594986507796335,-0.44384079783354896,0.7376038382509922,1.9272740089494993,-0.29237152163301044,0.8007321612285142,-1.0080227476465033,-0.26589408715491925,-2.684354875683303,-0.03163436933426425,-0.005198254632732782,-1.8290634116330151,1.9386031334041642,-0.5364907313264268,0.2704333669746787,-0.047771425832618376,-0.7941227553131579,0.19687860782855804,0.10685970031408162,1
0.9429229637526549,-0.22939993196143205,1.6080024681355873,3.2477351959538114,-2.8601032424638224,0.9606396329110556,-0.9364670392087446,-1.2077299459725297,-0.8909680014549318,-3.154367767403146,-0.8987048975665846,1.394902533915982,0.46744143008568023,-0.8818929020166377,1.8851058831937368,0.47538623801421814,-1.5909806241504612,0.3517182986875093,-0.04712946521922605,-1.023443051286997,1
2.54431886960791,2.6643113907069678,2.595541384857311,4.091910909868776,-1.617916079721513,-0.8977539317371688,0.8578731287063902,-0.49027762816770304,-0.03599704333348726,0.5010975783055613,-2.705528254648326,1.3763246875617854,1.716020274107887,0.23301374640035658,0.5207189895458065,-0.18673647529738946,-0.20226884440783105,-1.326754953793277,0.5779044780932848,-0.5757032619332938,1
2.173142920462235,0.8292386936840004,0.041725784812977056,0.2703677838417701,-1.0750345689553393,0.1559965024265966,1.8769685347120841,-0.7071799510468684,1.0859766655265888,0.3498337177082171,-3.821218819233426,-0.9785793765642041,1.1061234899780608,0.18403263276705664,-0.15488694414198956,0.48799486841726003,0.9068123857069579,-0.24241050760628707,1.2504755848745412,2.4232434529097753,1
5.153785088996597,2.50656157905957,2.6412155223502403,-1.0988130640909703,-1.2807328882644518,2.91008227479372,-1.7910791325521904,-0.4183594453917808,-1.9203466044999307,0.7720672378921464,2.1272773228669997,-2.031939205493846,1.7117017494573865,-2.9260801323513785,0.03527581714682306,-1.988872329370077,-0.05493702814486075,-0.38600188958050197,-1.4891128430886003,-0.897658504390473,1
0.9088468005198156,3.4014524808620474,-1.3034561159268203,8.383721576137221,-1.3517382657539796,-0.12262019673178967,-3.189484168764605,0.12402220693081402,3.3305530910038135,-1.8558893185329943,-3.7014111201655635,0.38357682685404715,-6.088276941650853,-3.924198189840253,3.094657709389098,-5.053521298758845,0.02409589356277186,1.0224673194201606,-0.9122880987768066,-0.332749907579302,1
3.2431195005445144,-0.5467145882916548,-2.3879416812180754,0.24511721806113562,3.3377868000374464,-3.1706158229650425,2.323565232508557,0.6490742893180209,-0.1758390818114682,1.724386871526266,-1.8863090925711232,-0.24957783602357037,0.20343350278926542,0.03419428573589979,-2.990236078126853,-1.3116759991433278,1.0733890074783954,-0.7468783222912745,-3.2141541367523883,0.9779328068152673,1
2.8688944906029654,3.616885670398058,2.2183867648305418,2.372746343570494,-3.332216853391157,1.1716050442088952,1.0385461667699045,0.7730792183710304,3.9262864450843287,0.0794629943931347,-1.549183915683689,-3.263914896688251,2.5455708899612106,-2.1071585560596935,-1.9077961737477598,-0.8528740898850001,-3.298668497790959,0.9566926118130402,-0.7864189948569338,-1.5266844667814927,1
-2.717708747936475,-0.5054265207209752,0.5360178509953499,0.7647347678480654,-0.8632923286253296,-0.5311196398870658,-1.159393649463851,0.19101602942538912,-0.37776931189098756,0.15580950628700604,-0.2535188227110241,0.7095358664628838,-0.37104994035822286,0.9715338671527892,-0.25129508505729126,-0.641914301926902,-1.3398701663542945,0.32498879896290916,0.008123844631718552,-1.3403320210456091,1
2.5773120130877456,0.5336962886844898,2.8889310901620617,-0.3367100298123575,-2.350039911976445,0.13124399198073528,1.4124308902653555,-1.538611525428898,0.18980344651846065,4.250509985730785,-0.9963934156470567,-0.11310584651022863,-1.0021883061271433,0.3131899404445408,-0.2771785612448051,0.07219436616841769,-0.08229973838403502,0.5139386526721264,-0.11567763777692491,0.06936534186301928,1
-2.3043584852521346,0.6263596254267243,-1.5375253422410529,3.8277818826230257,1.141843286973335,-1.0504235981016432,-0.47531816744417954,-0.6565742979702885,0.6986312805424093,1.5386747863030465,-0.9770483196000262,0.41790325260016287,1.176295782202036,-0.48908700552635015,-2.0134385335233462,0.6086036992696208,1.8937401492473485,0.6140805897853983,-0.7792282216415994,-1.0271143114817063,1
4.157792329945947,2.6271349769661843,4.892123985430319,0.6862886218961644,1.8733432149549385,2.1214424143875874,0.20286734955616567,3.3081542312879533,1.4864968413277682,0.833070234876355,0.20531413814246388,-2.0238647223336277,-2.2215038981533555,0.37132465152262784,-1.6341007700923964,1.1945984433160246,-0.829160231747749,0.12327453629215177,-1.6735342192590874,-0.2733838596820682,1
4.628941580348524,1.6983450329898333,-2.0045817533110637,1.594129851998297,-1.2543219083653205,0.29011914871027167,-0.7867327670398288,-1.2001068060271487,-1.3390114239204587,-0.8168697082972319,-0.49090562858344694,-0.6414959582591726,0.4382760547185258,0.5082324688449522,0.6837322235825246,1.0999095693233583,0.3185158204174716,-1.5528583177972872,-0.5522442277506129,-0.2992679135431454,1
-0.8231887318427816,-3.4791394796546578,-1.9041475019472363,1.860272547741582,-0.8291771615856066,3.0550481169677077,-1.0503312356374654,-0.7473810011014815,0.6890350677652444,-3.6201618828413213,0.18801944089697598,0.10590742288153884,-2.210830546052464,-2.1538624873330097,-0.0027083540397681346,-1.9100877004355392,0.15495229864119822,0.10689566989996264,-0.267815599043456,-0.7313797892499961,1
