PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,avg_peak_to_peak_1st,rms_1st,spectral_centroid_1st,range_1st,max_1st,min_1st,avg_peak_to_peak_2nd,rms_2nd,spectral_centroid_2nd,range_2nd,max_2nd,min_2nd,max_delta_mfcc_1,max_delta_mfcc_2,moving_avg_abs_diff_1st,moving_avg_abs_diff_2nd,class_label
12.622408239645743,-2.221580564977831,4.158213665058693,1.1209922969033046,-1.258004505881159,1.299799996532951,-2.489475130553733,-3.0751233867449814,0.4609784152244404,-2.137794275360364,70.36369878787877,395.46798166481096,-3.792783219147998e-05,360.2764,-303.8581,-664.1345,45.36148886363636,178.58467594244425,-5.67869333357675e-05,234.0212,234.0212,0.0,5.73441812,3.94965642,22.51555100215,13.429105447019998,1
1.2447456256115033,-2.3165643585228524,0.6713199727883739,-0.22369664788205035,0.2652078251375673,-2.2287110769325156,0.29010927825103894,-0.8177513505841045,-0.3810521797879755,-1.7986680687421566,86.20686195454546,280.57651807380125,-1.4306677651156441e-05,402.251316,-92.959404,-495.21072,49.00437504242424,190.1888573847624,-2.910911341380573e-06,258.29224,258.29224,0.0,7.155096078,4.69371409804,36.65010652563,19.19328231888125,1
-2.883534392983149,0.10619818916137562,2.3674524105552304,2.9364882799163263,2.7295445473299607,-3.0144575197060055,-2.240062493568104,0.2737565436731749,-0.9389977460837416,-1.9761873061061799,66.24151863636362,211.46296634859195,-1.0604786631204689e-05,452.46432,-60.70261,-513.16693,34.92475925757576,180.6051852634208,-2.7173301837084365e-05,233.37585,233.37585,0.0,5.76882808,3.6089788395000006,27.508089398939997,13.48973306196,1
-1.403521961117734,-2.576742019053391,-2.6332631848562573,6.103641288126902,0.36673229358185694,-0.698421918520667,2.7109611725801552,1.8262703086247123,0.04911792391652382,1.2728665926689948,139.4250565757576,292.99575579801837,-9.616061778785349e-06,496.484022,-23.960678,-520.4447,61.893019184848484,133.26241947380709,-1.8042048929640611e-06,222.05116,208.27876,-13.7724,10.677190935,5.6781223269000005,57.76773551073,24.320621237498,1
-6.471845526777054,-3.823800068968723,-8.922237389827696,-0.9853833666072639,-0.5219671960033194,2.8607581636819397,-0.03193247230152762,-2.8893364404623987,-2.2466561082304555,1.863183134855289,96.4477424439394,389.3566742381564,-1.8318321645919497e-05,497.2996823,-2.6088877,-499.90857,52.98012153787879,77.1112218593304,-2.3821529531579495e-05,175.9199,175.9199,0.0,6.879877920799999,3.7611996359999997,29.11612169121802,15.778008888494998,1
2.0707064254040106,-0.9064704172676953,0.5305848494263907,-2.942520849502043,1.6712550863780895,-2.210359149340018,1.4734125340306965,1.137918605746898,0.4950853006071419,2.051709226111108,80.98275681818181,414.25262022605915,-2.1034425041138015e-06,458.11242,-241.35048,-699.4629,38.54596585939393,186.3384798261967,-1.7072748259613167e-05,250.23932,250.23932,0.0,5.88706711,3.647025369918999,37.507661833899995,16.81144398506355,1
3.574632475768761,-0.23033968098366916,1.333051595302121,4.196019740377586,-2.581037732002141,-1.7079239489148075,-5.151074244796789,-2.251506072721596,1.175628284629403,-2.1891528089391805,74.62622393939394,291.6072123480892,-8.026621914866377e-05,364.18002,-138.80725,-502.98727,48.09202259848485,112.97832237191658,-0.00015309017362328625,217.49573,217.49573,0.0,9.606120800000001,5.572972736015999,24.0444389203,14.62792342343317,1
-3.535014392995532,-3.9317088968242295,1.7153234288050703,-3.628283100252649,-2.7539608783739147,0.8730424516859475,-0.9266211009324123,-0.8497104493356191,0.12552527774829367,-0.2531659479782118,54.57017195454546,360.17918813656576,-1.4505130523034883e-05,459.72993999999994,-105.30056,-565.0305,29.047537772727274,145.38386494842524,-1.4352449239733957e-05,203.00404,203.00404,0.0,3.8180826440000004,2.5541740825000008,25.164762943689997,12.375310639000002,1
6.769679564652003,-2.5701928198756723,-4.4175230525774,3.8855338410453526,-3.0914108044318165,0.39521921717292297,-4.9333467289704975,1.2782715488668128,2.350269920010045,0.6213022619629428,98.63768933333334,407.4946711270952,-4.0693835341756295e-05,521.8755229999999,-31.015877,-552.8914,64.94657660151516,106.32792680794793,-5.4272085973637746e-05,278.839773,220.43675,-58.403023,7.568464172,5.366288592835,45.316024993895,18.329592320114745,1
-13.682058437429275,-6.685134679747221,-5.529476026566806,4.905007977536656,6.31688527085969,3.0403141416835537,-1.0574449534491275,-2.537561301582843,4.0271186292346215,-2.9371720763153695,39.340672651515156,408.21528713201405,-2.1895364280201408e-05,409.74138,-104.18662,-513.928,23.71686643939394,118.89579497033654,-1.815234307125494e-05,249.84868,249.84868,0.0,3.226575955,2.0923707245,30.603367101150006,16.83467192303,1
