File_Number,KMeans_Cluster,GMM_Cluster,Agglomerative_Cluster,KMeans_Likelihood_Cluster_1,GMM_Likelihood_Cluster_1,Agglomerative_Likelihood_Cluster_1,KMeans_Likelihood_Cluster_2,GMM_Likelihood_Cluster_2,Agglomerative_Likelihood_Cluster_2,KMeans_Likelihood_Cluster_3,GMM_Likelihood_Cluster_3,Agglomerative_Likelihood_Cluster_3,KMeans_Likelihood_Cluster_4,GMM_Likelihood_Cluster_4,Agglomerative_Likelihood_Cluster_4,KMeans_Likelihood_Cluster_5,GMM_Likelihood_Cluster_5,Agglomerative_Likelihood_Cluster_5,KMeans_Likelihood_Cluster_6,GMM_Likelihood_Cluster_6,Agglomerative_Likelihood_Cluster_6
51,5,5,3,0.09849676161144227,0.0,0.08606007234912881,0.17141540592476115,6.353632503515623e-12,0.0930478189998842,0.12825031409774781,0.0,0.12426295397347617,0.14981944829755425,0.0,0.593111613453512,0.137518700348132,0.0,0.05545731453877873,0.3144993697203625,0.9999999999936464,0.04806022668522011
52,3,3,1,0.13195871730741082,0.0,0.11529985608880314,0.1578675400429024,1.0649497560623945e-43,0.4958818741058183,0.18336462043963658,5.78882621950155e-43,0.16907565071292766,0.256780779928242,1.0,0.08417903190267996,0.14777492408033704,2.8462456063401507e-109,0.08674752424093718,0.12225341820147123,0.0,0.04881606294883372
53,2,2,1,0.162333552551517,0.0,0.1423661089152026,0.1258323718703074,3.666540058407419e-26,0.5117192508511782,0.27048431292699965,0.9999927719311907,0.11971502284410009,0.1917167938601297,7.228068809141382e-06,0.0730323705274072,0.14836774218956125,2.514483777774214e-26,0.10600350933446903,0.10126522660148511,0.0,0.04716373752764289
54,3,3,1,0.10214114476150585,0.0,0.14264757900503694,0.12688690461807348,6.3285467863668345e-06,0.4657676499287987,0.19795379998894422,1.9362348621158735e-16,0.17837544101891756,0.3489979592751486,0.9999936714532134,0.07937302859083598,0.1354509827256695,3.075500178251743e-47,0.08680671283665402,0.08856920863065852,0.0,0.04702958861975682
55,3,3,1,0.12176766546124648,0.0,0.13583511058834025,0.14099585696609812,7.287756420456843e-07,0.48692507885593705,0.21706090851535645,1.6693793564085448e-11,0.15560031331708757,0.24414932575313636,0.9999992712076642,0.08217717884755507,0.1714223012008286,5.269379549854842e-32,0.09077067321678986,0.10460394210333405,0.0,0.04869164517429021
56,3,3,1,0.09292127590543112,0.0,0.14549424529168847,0.18034361478228686,2.355001294852785e-08,0.45512671327799425,0.17030254119212887,6.942254819781682e-49,0.19737735355227856,0.28189932828405423,0.9999999764499871,0.08618146186849471,0.16254647023302923,3.3103237579000243e-26,0.06864988808589631,0.11198676960306965,0.0,0.04717033792364761
57,3,3,1,0.09674769080749923,0.0,0.1573338376592331,0.17607451300125504,1.1999460528795082e-08,0.43656177253207334,0.19365203448657445,0.0,0.2083515291653592,0.2368854621748653,0.9999996264006926,0.0828250868835606,0.18502948845281697,3.615998472759181e-07,0.06852405819953919,0.11161081107698897,0.0,0.04640371556023449
58,3,3,1,0.09680247180272909,0.0,0.14710284452275213,0.1401303368755557,7.595770420507029e-09,0.46362737756984607,0.19710813903975266,5.155992528676587e-23,0.1836517327515931,0.3003629624920304,0.9999999924042295,0.07869841621253858,0.17140291776116826,1.737966452015325e-22,0.07953857177700477,0.0941931720287639,0.0,0.047381057166265526
59,1,1,2,0.10067300241652893,0.0,0.09894611002678205,0.21645307411634282,1.0,0.13311565202668868,0.14237267430795245,0.0,0.5155917325364878,0.18263153483111536,0.0,0.14005300123472386,0.1449144481901808,2.636271855503872e-55,0.058739552838783564,0.21295526613787963,0.0,0.05355395133653398
60,3,3,1,0.11179844880723712,0.0,0.13103192081062723,0.18496877866189232,3.6021368486088877e-09,0.5116305654934743,0.17251821720371815,8.846075190446407e-67,0.14350920209763246,0.23587158811522793,0.9999999963978636,0.09065021453754,0.15645617475126614,3.3913320369814075e-40,0.07298988216649276,0.1383867924606583,0.0,0.050188214894233155
61,4,4,0,0.12505977432145723,0.0,0.5374410185758999,0.15229338763982006,1.6066437493319392e-19,0.14334868101747783,0.1827118651729001,2.2636633872345525e-18,0.10968957718716621,0.17797980462979995,1.976242405708139e-22,0.07703488852353069,0.24156505529674893,1.0,0.08020801299455715,0.12039011293927371,0.0,0.05227782170136829
62,3,3,1,0.10929140390566648,0.0,0.17740632248296537,0.13870394303145522,3.7822994772601195e-06,0.439494647785391,0.2408903809462264,3.780821116405431e-08,0.17595875018909313,0.264513397297936,0.9999961798923116,0.0740668339297296,0.15632991013843608,3.4246187553385516e-32,0.08753855479594254,0.09027096468027986,0.0,0.045534890816878414
63,5,5,3,0.08731468135220251,0.0,0.09551195194373652,0.1841511979828611,2.7479766141116254e-15,0.10370600695925165,0.12113278485022137,0.0,0.1627048017511795,0.1373131213794757,0.0,0.5340301885571459,0.13002141108295925,0.0,0.05801616244009936,0.34006680335228,0.9999999999999973,0.04603088834858713
64,3,3,1,0.10289907239161832,0.0,0.12151800462460975,0.153677066327205,5.743538862247299e-06,0.47646829925725875,0.17095099071805697,4.042813285014653e-51,0.18981035317203768,0.3047193388238675,0.9999942564611379,0.08801776900293985,0.15647370929177276,3.2744101325106904e-58,0.07586823726814708,0.11127982244747948,0.0,0.04831733667500702
65,3,3,2,0.10616560080205943,0.0,0.149527115934129,0.17656888428279296,2.0301076632809122e-05,0.2009508607286098,0.1887154406699628,6.467876769258113e-30,0.4495822542492086,0.26308874853826136,0.9999796989233671,0.07772044083098119,0.1576997365168282,2.367514355584259e-49,0.07491727011372899,0.10776158919009526,0.0,0.04730205814334232
66,1,1,2,0.12736135311938696,0.0,0.11645449667927943,0.21386894518999416,1.0,0.10573891632262582,0.1690322666922818,5.690222037031684e-72,0.5653708707308462,0.17717555154774933,2.6360765484810705e-121,0.07970574365417477,0.1723630392005514,3.878108950425575e-17,0.07283765747645252,0.14019884425003631,0.0,0.05989231513662113
67,1,1,5,0.14304478365544185,0.0,0.07008428638512373,0.19190360991495703,1.0,0.07009809614289153,0.16597305207433957,0.0,0.07701092052250103,0.17124837256204092,0.0,0.06638299507157314,0.17536701390868234,0.0,0.05694754625831335,0.1524631678845383,0.0,0.6594761556195972
68,3,3,1,0.11948724721846649,0.0,0.15915718964160783,0.13218499031970607,3.3981829749774546e-06,0.45800647013965706,0.23802512861655944,2.450509455867517e-19,0.1646644914318176,0.28008421391005595,0.9999966018170252,0.07927426007969794,0.1375024451238534,1.404231093465152e-63,0.09260283980772341,0.09271597481135879,0.0,0.04629474889949628
69,2,2,1,0.15089393164923365,0.0,0.12376369979745301,0.13204929243300925,8.500637290359111e-45,0.5352703686130915,0.23141588625049597,0.9999999999646132,0.12118649165470194,0.20131581318125663,3.538667929732012e-11,0.07551052301539889,0.17188251165130508,1.100736580902732e-63,0.09576728683003488,0.11244256483469936,0.0,0.048501630089319604
70,3,3,1,0.14686298331095848,0.0,0.1309491303491257,0.1479685136628759,3.267370047609666e-47,0.48965423115851836,0.20427994408165165,2.345111590289699e-12,0.1535963855663464,0.250251299798563,0.9999999999976552,0.08187609544289368,0.13900643038334445,7.420265949872602e-125,0.09559932754727955,0.11163082876260656,0.0,0.04832482993583652
71,1,1,2,0.0978831227395758,0.0,0.11611065371234165,0.2362621191446769,1.0,0.16013247600106417,0.15249325602413452,0.0,0.4855839500090735,0.20457557704392712,0.0,0.12369514547520766,0.15153018256822234,7.87621099107627e-19,0.06248997020873619,0.15725574247946333,0.0,0.05198780459357679
72,3,3,1,0.10060155722343499,0.0,0.1528221569776328,0.13913925970236538,9.909426220878966e-12,0.46654373462808485,0.20440743463097827,3.1339445230613926e-19,0.1765174946913941,0.28897504425731974,0.9999999999900906,0.07592796212554208,0.17254942448743102,2.781773347788855e-24,0.08073145905890655,0.09432727969847055,0.0,0.04745719251843977
73,3,3,1,0.1256199819220376,0.0,0.13220754396437503,0.15337013791062407,1.149587071490493e-10,0.4641111733724187,0.188009667577116,5.738887404471588e-36,0.20026147911791464,0.2725638320820544,0.9999999998850413,0.07646719284897897,0.14904988648115697,1.0160118895338744e-92,0.08045455010236215,0.1113864940270108,0.0,0.04649806059395036
74,2,2,1,0.19003319454123901,0.0,0.14405050815661063,0.12899732240785278,1.2933850675600832e-85,0.49226118950179737,0.23016840076621917,0.9999999159810029,0.11970498197601856,0.20460052493608166,8.401899714643325e-08,0.07164748033743899,0.14536542999217172,2.7378730120625878e-111,0.12536895628744493,0.10083512735643568,0.0,0.04696688374068954
75,4,4,0,0.09786396215170226,0.0,0.5357054694316326,0.16456306295826442,6.11751172691716e-28,0.12994075722838125,0.14702583437387404,4.0825605583778275e-108,0.12587537141452682,0.16528850884076285,0.0,0.08278787278552222,0.307432533552532,1.0,0.06892518205056553,0.11782609812286447,0.0,0.056765347089371684
76,3,3,1,0.10218359191878922,0.0,0.1157787973954403,0.15795941439238495,3.9861234697830215e-08,0.47411073118623553,0.17649584720455408,4.578306359719862e-41,0.19269030803791953,0.31934995109500675,0.9999999601387652,0.09067314683414035,0.13347724661231794,7.953785239465099e-60,0.0788736941580598,0.11053394877694704,0.0,0.047873322388204576
77,3,3,1,0.09771307688859919,0.0,0.14657979370249738,0.1447688537684713,0.0010427876704340268,0.45490244761564147,0.18702739542741076,1.1469205357894363e-11,0.19396705973932463,0.33545751191616474,0.9989572123180969,0.0785299056931539,0.14112363228122277,9.639420320349636e-42,0.07920609138400939,0.0939095297181313,0.0,0.046814701865373266
78,2,2,1,0.1994272315806998,0.0,0.14286895388221235,0.1306981765213156,1.005320807723279e-72,0.4922611605480352,0.2446961084189144,0.9999999510934824,0.11151427329998218,0.19812839530400542,4.8906517434857726e-08,0.07853178702951494,0.12327556721621497,1.2132353753280728e-101,0.12888542550355384,0.10377452095884979,0.0,0.045938399736701406
79,3,3,2,0.1076442923076997,0.0,0.1446340680905412,0.1693726483270101,4.998907810119633e-07,0.19764014451476822,0.18062966117155463,4.4198886785343765e-45,0.45803618172738186,0.27781098464780984,0.9999995001092189,0.07807747306753339,0.1548147859185193,7.130801797982246e-59,0.07422299239276448,0.1097276276274063,0.0,0.04738914020701097
