mean_mfcc1,mean_mfcc2,mean_mfcc3,mean_mfcc4,mean_mfcc5,mean_mfcc6,mean_mfcc7,mean_mfcc8,mean_mfcc9,mean_mfcc10,mean_mfcc11,mean_mfcc12,mean_mfcc13,mean_mfcc14,mean_mfcc15,mean_mfcc16,mean_mfcc17,mean_mfcc18,mean_mfcc19,mean_mfcc20,std_mfcc1,std_mfcc2,std_mfcc3,std_mfcc4,std_mfcc5,std_mfcc6,std_mfcc7,std_mfcc8,std_mfcc9,std_mfcc10,std_mfcc11,std_mfcc12,std_mfcc13,std_mfcc14,std_mfcc15,std_mfcc16,std_mfcc17,std_mfcc18,std_mfcc19,std_mfcc20,rms_mfcc1,rms_mfcc2,rms_mfcc3,rms_mfcc4,rms_mfcc5,rms_mfcc6,rms_mfcc7,rms_mfcc8,rms_mfcc9,rms_mfcc10,rms_mfcc11,rms_mfcc12,rms_mfcc13,rms_mfcc14,rms_mfcc15,rms_mfcc16,rms_mfcc17,rms_mfcc18,rms_mfcc19,rms_mfcc20,skew_mfcc1,skew_mfcc2,skew_mfcc3,skew_mfcc4,skew_mfcc5,skew_mfcc6,skew_mfcc7,skew_mfcc8,skew_mfcc9,skew_mfcc10,skew_mfcc11,skew_mfcc12,skew_mfcc13,skew_mfcc14,skew_mfcc15,skew_mfcc16,skew_mfcc17,skew_mfcc18,skew_mfcc19,skew_mfcc20,kurtosis_mfcc1,kurtosis_mfcc2,kurtosis_mfcc3,kurtosis_mfcc4,kurtosis_mfcc5,kurtosis_mfcc6,kurtosis_mfcc7,kurtosis_mfcc8,kurtosis_mfcc9,kurtosis_mfcc10,kurtosis_mfcc11,kurtosis_mfcc12,kurtosis_mfcc13,kurtosis_mfcc14,kurtosis_mfcc15,kurtosis_mfcc16,kurtosis_mfcc17,kurtosis_mfcc18,kurtosis_mfcc19,kurtosis_mfcc20,avg_peak_to_peak_1st,rms_1st,spectral_centroid_1st,range_1st,max_1st,min_1st,avg_peak_to_peak_2nd,rms_2nd,spectral_centroid_2nd,range_2nd,max_2nd,min_2nd,max_delta_mfcc_1,max_delta_mfcc_2,moving_avg_abs_diff_1st,moving_avg_abs_diff_2nd,class_label
-393.68247302,177.05405339349997,-38.32308624945951,15.227966233466502,34.198037047825,-17.906069943538032,-5.232054047195399,0.18155391711949984,-15.987166563798501,-13.299856620386999,-11.677983688716,-12.620540031631,-8.962490572551,-1.8197520918905004,1.5118309466309998,-2.3796873636105005,-1.4685903024049993,-2.9110522532345002,-10.650900247796002,-10.7698255659723,37.53711441888174,23.3312806849405,29.72716118268655,19.999585944164377,12.966649655043765,12.207106156819622,12.683238147913285,11.731159517822082,10.707565186163313,10.103849937974859,9.594353838429852,13.115735160662854,14.771182432540712,14.269111951152212,15.713436318625556,14.535848260241853,18.943439153489454,17.527313575105413,14.139589709457105,13.655855663229456,395.46798166481096,178.58467594244425,48.50116546707861,25.137111877572835,36.57375754828943,21.671197049234262,13.720018931089584,11.73256431720743,19.241659152853046,16.702513873425353,15.113799277842439,18.201663096943875,17.277559657499808,14.384681211290527,15.78599739486523,14.729351533360305,19.00028011473187,17.767412484127682,17.702250513431512,17.391708846931245,-1.9843928471783474,-1.5427873570518407,0.414267199126588,0.05291571168614754,0.06440505934895832,0.47335879866770425,0.4300449303776177,0.006626461756021954,0.2340989546383303,0.05867984301416111,-0.15846895242483058,0.5894847974141759,0.8333629484643056,0.6985981019049686,0.12285650942313313,0.2253323182707131,0.06423520844694673,0.1547929052043999,0.24227283928235668,0.04668137096498023,8.889564268081566,9.043537597503509,-0.4456834252027342,-0.5585942943290458,-0.13339660899522787,0.036464994189627564,0.28011433879320613,-0.2011240545969426,0.09282963646133435,-0.5455623901670594,-0.2435819128476706,-0.06441083547746729,0.19055550139913002,-0.3104642150118315,-0.9256760643755819,-0.6722683106127523,-0.8437454927432664,-0.8855391013381975,-0.052218123433975805,-0.25518640937230774,70.36369878787877,395.46798166481096,-3.792783219147998e-05,360.2764,-303.8581,-664.1345,45.36148886363636,178.58467594244425,-5.67869333357675e-05,234.0212,234.0212,0.0,5.73441812,3.94965642,22.51555100215,13.429105447019998,1
-253.87946536049998,174.916798006465,-21.7385074088915,-12.7287468675055,10.04266599986695,-6.0494971783415,4.2468608720525,0.45711933968300034,-12.6581855050149,-5.076227589463549,-3.0392260566453,-4.9635225648212495,-0.4031311894198501,-0.7904267825200001,0.9400752101422499,0.7967101010431,-5.866608540774999,-5.0068942254985,-1.4798576209045002,-3.9872478631296002,119.45040628932495,74.67205132100645,37.94977961680943,19.882781275132196,14.71377476714819,14.365974969681659,13.800743283587154,11.226322166180571,10.503130272627702,10.677862267089193,9.257067982967408,10.218257416240764,10.133564723400907,9.507919225432016,7.828233790727251,8.574240011940734,12.637547707182803,12.442897732097254,8.49248213133842,6.370830472456406,280.57651807380125,190.1888573847624,43.734980019783194,23.60817629660916,17.814328735129216,15.587740469365075,14.4394024269028,11.235624925636733,16.44826452253118,11.823063441213453,9.743213159151965,11.359988594890801,10.141580190445588,9.540718133131524,7.884477514902806,8.611175225686072,13.93286430788786,13.412482758861657,8.620454241468456,7.515692012769727,-0.8161843595391706,-1.4344588317575766,0.42579991764515196,-0.5131412588490267,-0.2618996479832054,0.39248286557437084,-0.7226667549806653,-0.4018643244653921,-0.12907571607210613,-0.7114985586614111,-0.6910169673424859,-0.09289598859784856,-0.21960471661700903,0.4288071380856793,0.7140248390897987,0.07262501995691109,0.06713563350865688,-0.06994506247507251,-0.037114479119281854,-0.5635791092811056,-0.46152514164229697,0.7917118326710639,-0.611532581858512,-0.4501296573908986,-0.6125185557124815,-0.05565543131279371,0.17380617237488227,-0.11093261284507427,-0.4250730277080548,-0.08905421706919947,0.25491395648214876,-0.05182122744815576,-0.055862922277038596,0.5250008117760312,2.202970567791982,0.042036239525576224,-0.3548066801012064,0.43866679026513555,0.4218716772295039,0.8732629617335639,86.20686195454546,280.57651807380125,-1.4306677651156441e-05,402.251316,-92.959404,-495.21072,49.00437504242424,190.1888573847624,-2.910911341380573e-06,258.29224,258.29224,0.0,7.155096078,4.69371409804,36.65010652563,19.19328231888125,1
-205.531442017,177.402062148,-31.071303122815003,31.913175682050003,15.882548942066,6.289811253860925,8.864170774332,3.86603577686335,7.710624259181751,3.5971069062687495,5.965677138047,-2.7259196725606003,-0.8265728502537213,4.0372470758648,5.899953441296,2.5739296138484997,-0.9645289654869,4.33972262450595,-0.1284621717397498,-1.280170372345,49.73341411323271,33.863568767507324,21.668215888183624,11.88859274062228,12.337115147674686,10.37456507818045,7.5394017201199395,6.733043438324462,7.592363047326876,8.485923978752618,10.457277828846982,7.310177222842689,9.575351840621797,10.209553136739633,9.42386310772065,8.150831721946524,7.438175191165391,7.4846818479044295,6.010444762066519,6.084575409813192,211.46296634859195,180.6051852634208,37.88056833690311,34.055681162851,20.111185222758653,12.132325670315515,11.636842433146077,7.764026440601005,10.821169211720921,9.21683697741774,12.03926755683714,7.801879843385242,9.610961738997602,10.978813196493004,11.118392261587049,8.547582782081495,7.5004510730843075,8.651800669340393,6.01181742632134,6.217788521647654,-0.7997531258800454,-0.5881430711320649,0.0830670001489981,-0.41553149695561375,0.19850328596890363,-0.11976387576222843,-0.14893790842653803,-0.5614483838691972,0.41006242241269025,-0.1381177903946092,0.06558317690149545,-0.24066696464360304,0.26872021189226625,0.3394917702725571,0.2331287487099025,0.5906083919216267,0.20733876290449677,-0.29377351330335316,-0.38700758239172367,-0.08422500072562815,2.6090386951843083,0.26744537477613495,0.8420702994094191,0.5415008007692035,-0.49753885877361936,-0.4488605423271097,0.5005555501170478,0.8991362650211578,1.5689886917161395,-0.6490014984463586,-0.884619849015611,0.35524322820919707,0.4076924406860747,0.7358520488456466,0.7543421934810279,0.8857553124403363,0.7008491537871513,-0.12950942669467125,0.3659038633012335,0.11592496203017566,66.24151863636362,211.46296634859195,-1.0604786631204689e-05,452.46432,-60.70261,-513.16693,34.92475925757576,180.6051852634208,-2.7173301837084365e-05,233.37585,233.37585,0.0,5.76882808,3.6089788395000006,27.508089398939997,13.48973306196,1
-267.49176690400003,120.08376987374999,-23.8530526759537,30.2638971524505,-0.20805117920550037,9.741696200996252,1.1944116260734998,1.668688665406,0.16743917511334985,-4.2646938666599,0.20838057506580004,-1.9403618845719297,-4.736785490004,-0.45104828866785013,0.4336525723919501,-0.2691667819465203,0.7074882020909999,2.9291636879954996,2.39708553279315,-1.2575286291450003,119.56030927623159,57.782009803408265,32.191012732679624,21.637516211457196,15.793418272085004,16.701043280847845,12.154701381655796,8.713192930694218,8.54595161575809,9.879852401868439,8.634291959450206,8.517258653678931,9.58244325590338,7.676008755330675,8.200622458842945,8.719153055595262,8.755669170216603,9.532865719662466,8.83855242919804,8.694287091720035,292.99575579801837,133.26241947380709,40.06531445923473,37.20330064194808,15.794788571240746,19.33456727059744,12.213246284658506,8.871541743662945,8.54759176003633,10.760998896897636,8.63680612871976,8.735485059043269,10.689263563544525,7.689249311254212,8.212080325107728,8.7233067562364,8.784206405497283,9.972739279665703,9.157839706787229,8.784759887803931,-0.7959240204198738,-0.8837818075888717,-0.3012550414380601,0.05049665465245594,0.3191516313145416,0.8002400049335688,-0.6089409482361462,0.2084230746291439,0.08986342568516291,-0.09656587025704887,0.17864148095284216,-0.7346479579118919,0.051169807486383716,0.4767973852247144,0.8561226209139786,0.8747195988347636,1.0699510320599341,1.0152629226393655,0.9433444834481329,0.7552162243290127,-0.1340114671597421,-0.2542263981118742,-0.04106767481158391,-0.7939880820985068,1.6863531659178648,0.3431544439259011,0.8640337438962717,0.7199264724608141,0.25269984260697553,0.14365067382653018,0.5041231196540847,2.0813380282927554,0.34883944660164845,1.5566798655679683,1.858110328883945,2.5967001195151207,2.3196256177031795,2.221111232507784,1.7472997060260234,3.2473848353120314,139.4250565757576,292.99575579801837,-9.616061778785349e-06,496.484022,-23.960678,-520.4447,61.893019184848484,133.26241947380709,-1.8042048929640611e-06,222.05116,208.27876,-13.7724,10.677190935,5.6781223269000005,57.76773551073,24.320621237498,1
-356.50528453784995,50.6137519552,-3.2618886695469995,28.038587323025,1.7878786794015002,9.16774733686,-10.512212345264999,0.29402253357292035,-7.58642267009,-1.8863708022374999,-5.9440189763165,-1.46797968916425,-2.6202046652105,-3.8105205450904998,-1.2538749685235,-2.4339269545614997,0.747826760778,-2.9614337408555,-0.23221261943900012,-3.1319692782675004,156.53306957440148,58.175498705695354,16.862020030642736,32.30722750800005,16.56787088843437,13.995512947484874,14.633475593538293,10.805428147765324,12.60886512089117,9.483136843124159,9.314524497510584,7.4765331571593014,7.663620343030853,7.668287580824463,7.201690309306272,5.5050767431008385,5.200170880456054,6.2167304188737145,6.089867129883353,8.35747782471783,389.3566742381564,77.1112218593304,17.1746218941296,42.77755636223945,16.664058807748173,16.730868892431154,18.01791376210417,10.809427677114448,14.715206032063616,9.668933715201122,11.049512577735518,7.619285558233213,8.099169664212942,8.562867583162983,7.310030488845151,6.019125382276959,5.253667485678818,6.886060332470748,6.094292769490191,8.925058383599612,0.38332951764894113,0.5768842057305801,-0.9994682612637041,0.531370767289631,0.7072369086777103,1.035167477029889,-0.9298923400895303,0.49236000909365096,-1.0612773457270377,-0.37313725012593946,-1.0501394282816274,-0.029000993886454444,-0.27584238889122564,-0.7781709053131358,-0.4883122916374981,-0.7776928399470001,0.5265734891756073,-1.0372497369911498,-0.3012845251972319,0.062295663953034826,-1.489533003613348,-1.2529471259287028,3.3607057468234913,-1.1236234606632438,2.170192581257905,0.27800634546977676,-0.39150274660025985,2.4685448482730186,0.236317066689669,2.57761122979465,0.6746317830031447,3.069162467490978,3.106552273572321,1.0619645554175348,2.4447944156817423,1.1229298651271975,2.484729963151681,1.286967711790565,2.2645232831730766,2.343415874165049,96.4477424439394,389.3566742381564,-1.8318321645919497e-05,497.2996823,-2.6088877,-499.90857,52.98012153787879,77.1112218593304,-2.3821529531579495e-05,175.9199,175.9199,0.0,6.879877920799999,3.7611996359999997,29.11612169121802,15.778008888494998,1
-404.74857542500007,180.5620493579345,-38.698314637322994,27.859089568033,29.9763487130405,1.740879042792799,20.8028496797705,7.700048566991001,-0.8736485157292998,-5.51521876206475,-5.13305955887485,4.166573326489099,-2.4520143001537997,-2.1721064157398495,-0.052290776221749866,-6.43080968080344,-4.7508531595325,-3.6463199287237504,-8.0922279631575,-7.91981709897,88.22598288253114,46.03667446287514,47.141412531524786,23.455841450026178,24.775444712819155,21.423329560980978,15.651526731781955,13.351230394473303,10.452067921608714,9.482234125769049,11.530580391608101,7.3112741176378835,10.5154362516839,9.345155609988021,9.648111913543312,9.109392220573174,7.154584408271597,9.471089762158027,8.208984517419717,7.062924128570209,414.25262022605915,186.3384798261967,60.99075611300986,36.41847566398752,38.88964055997128,21.49394587599114,26.03322576698502,15.412530648155347,10.488516843050686,10.96952150320743,12.621512769961203,8.41516859654351,10.797535537861714,9.594268062556353,9.648253615112647,11.150620600619245,8.588287594073861,10.148753140433683,11.526993546235062,10.611710518435604,-1.0796240222536906,-1.751569500862675,0.8665051089280581,0.08684984808872583,0.34638867232375964,0.6762778812623936,-0.3780371820919624,-0.15451668846387653,-0.5127165141826414,-0.086737768049013,0.21724831877036094,0.05847107594925469,-0.6877873420092304,0.25646086353742803,0.5439556320717865,0.25417929012011864,-0.25099813276740013,-0.4221896550036818,-0.05320337182026105,0.4890825524840049,0.5971372124117553,2.3429748183782317,0.33360172467651505,-0.4679769779078131,-0.7508253274493297,-0.5009943259398053,-0.6029413351144766,-0.4770035852412957,1.0821780433706385,0.028192398126352103,-0.7523889382553204,0.17132488558498604,1.1524195390242786,0.33671478136578203,-0.037290428830221156,0.39346545194219473,-0.022238765375964142,0.23597007683022486,0.4435539762080074,0.8031540971181439,80.98275681818181,414.25262022605915,-2.1034425041138015e-06,458.11242,-241.35048,-699.4629,38.54596585939393,186.3384798261967,-1.7072748259613167e-05,250.23932,250.23932,0.0,5.88706711,3.647025369918999,37.507661833899995,16.81144398506355,1
-278.27195867,106.33528119384201,-12.846162841750997,26.04709400872692,-5.4870737045125,12.208428430428665,-4.155090224437001,5.540961684844,-3.72296537860775,-5.823866233548,0.13754367620069985,-8.710161965300848,1.1670315042450001,-0.8809778747475,8.108601855883549,5.4049193347465,4.3488923135195,1.3680319832931003,-4.5935231906934995,-2.8780985787173505,87.1750154080021,38.169481256617296,14.254669889276132,19.213869108044072,11.722257438938177,9.499486883801069,8.976446496116033,7.862500222371148,7.912407779475074,7.874887403885248,7.824894924153038,10.581875670866959,11.389220907631254,10.870982058407444,12.273226031929093,12.39734406809919,14.32155978240798,13.004683788120259,10.9821944537573,13.800786502532391,291.6072123480892,112.97832237191658,19.189046704018928,32.36701828096787,12.942924603948443,15.468871186883916,9.891479488471163,9.618792343100854,8.74452217556852,9.794450956032764,7.8261036817115315,13.705583321240276,11.448856511229636,10.906620600809912,14.709911668261645,13.5243222735171,14.967295646030205,13.076441103614957,11.9041610508081,14.097700504596311,-1.3836638385890776,-1.154080431115863,0.02262171539727717,-0.0771023418382794,0.27528665373844646,-0.09481738285853107,0.28237729960743735,0.25600621815375113,0.27207078649477995,0.06729030019548551,0.32184445227428465,-0.08968737753865946,0.49020339828218235,0.1873503164288896,-0.11972790485190692,0.20724686405467307,0.317619455728207,0.04941647485864559,0.1703564392555864,0.08534832771636736,0.8717043553698698,1.5889355826412492,0.09178650689655088,-1.158605655839895,0.1524917484504158,-0.5443709352617532,0.23399930462239338,0.4973330208826794,-0.29864135678027637,-0.03057024370128314,0.8931241773406153,-0.6181508004545511,0.4085227941249987,-0.3099901821457003,-0.8464122312071871,-0.5304162967461035,-0.32728572732705397,0.10273816463767904,-0.0013980565694953206,-0.5425972693371883,74.62622393939394,291.6072123480892,-8.026621914866377e-05,364.18002,-138.80725,-502.98727,48.09202259848485,112.97832237191658,-0.00015309017362328625,217.49573,217.49573,0.0,9.606120800000001,5.572972736015999,24.0444389203,14.62792342343317,1
-338.4961846105,129.47990889790003,-19.934772408028003,9.952158771499999,-2.19151217712375,-13.036360686362,-12.105082384693498,0.19530704998149986,-9.233622030328501,-9.170218323127001,-8.583846263585201,-6.1627390607785,-5.9434019591215,-5.56601803761,-2.25405708195,-8.030242599542,-6.19771490414275,-10.18408489039,-4.468673502898451,-0.47179340245740004,123.08281996627285,66.11672541145292,22.950540433969536,15.01161442637651,13.250658217932195,13.144876733206114,11.323481650964212,6.7122356218665296,8.171066774667588,7.609889501018052,7.5667049584968025,6.6900284830816386,6.618066153500143,7.489155429528957,5.8283950357393906,7.1457787140373545,5.944002497740384,7.808886292633875,6.077272471374433,6.529418989908504,360.17918813656576,145.38386494842524,30.399382512991036,18.010942004774204,13.430661518738965,18.513089538921054,16.5757128425881,6.715076461755774,12.32988678111216,11.916514688092276,11.442789896078915,9.095924023192403,8.895101261919027,9.33102383678463,6.249076893535598,10.749276702992088,8.587364888379735,12.833327323260914,7.543360230482978,6.546441885511559,-0.9551970983953263,-1.2345988803619978,-0.08378781844536862,0.9835209378715168,-1.5034023725922732,0.02110092827510071,-0.4079215392603366,0.4799991425982213,-0.5538803230961903,-0.41434453593290527,-0.42558902865107473,-0.40388988982740576,-0.6133548771003252,-0.4062675845257555,0.1730084427975212,-0.4064022316634206,-0.3194280301611733,-0.23461659800171614,-0.31741192083969044,-0.5353622329265391,-0.5172307205832793,-0.08748956064629354,-0.36272960278768496,0.4008709251025313,3.1107340969715276,0.11020253453887374,-0.6464992105313927,1.445563810266191,-0.03776097677111334,-0.3731857428434875,-0.3958869446305924,-0.21594632344249387,0.3620165807888247,-0.5886142922993605,0.42993502246666226,-0.5425271386391328,-0.09428032418520571,-0.7063005094253967,0.1999757161737259,1.2963473352786616,54.57017195454546,360.17918813656576,-1.4505130523034883e-05,459.72993999999994,-105.30056,-565.0305,29.047537772727274,145.38386494842524,-1.4352449239733957e-05,203.00404,203.00404,0.0,3.8180826440000004,2.5541740825000008,25.164762943689997,12.375310639000002,1
-386.674368836,95.181288083905,-0.07573912740200012,6.929770708828849,-1.27979320405,7.0311972749591,2.3967718066219996,13.609845531431,-1.0054806522400497,-3.6807597091602497,-3.4457878238645003,-2.9297610687017,-6.87462573843,0.6883991362350005,5.409408791425,5.568649541260999,11.2847574018518,5.71092074374145,-1.1337952221575,-6.680375607740499,128.587866777004,47.39356937354493,30.02098517537534,24.643407548190904,20.964188379543817,21.314732798058074,17.861344900049303,12.744911587498313,11.833816053064064,8.664572947903842,9.395230769381909,8.739822383280764,9.03269533097738,10.213117180634658,13.48333549322341,16.85499141008586,15.723951742467301,13.253330260630795,14.03001638896846,13.972061956771244,407.4946711270952,106.32792680794793,30.021080715316124,25.599204238865997,21.00321558852674,22.444499757669025,18.021436034110476,18.645660802518133,11.876455435852307,9.413969216336143,10.007188163367042,9.217808590493489,11.351214207552635,10.236291121111392,14.527974376889723,17.751073013974523,19.35428655409673,14.431402521537828,14.07575402884374,15.486960114378437,1.007995582972609,0.4709187696320054,-0.6464126197244519,0.8730008382931391,-0.8944961909088363,0.8769657582098157,-0.8286617023755026,-0.19767389428731516,-1.058008365354524,0.09761859056811643,0.28032021798132967,0.6200057980453741,-0.5811431265968942,0.45076419868808826,0.47154007004683757,0.4251350687900223,0.39041854116629704,0.46505753984373255,0.5689177800531799,0.5480938339244162,-0.13923713310286345,-0.2905887597440975,-0.14272556573730366,2.417094910465507,1.8563290068151286,0.6408700389848518,0.3937127081135694,0.5171695472853095,1.3619854107581553,0.5941653768808877,1.0081535528565473,1.2536704245704131,2.3299687361063572,0.26477263341783086,-0.40813385012090153,-0.6670677522107367,-0.7186421570230581,0.07166976634438704,0.5362164322765453,0.01424517893217736,98.63768933333334,407.4946711270952,-4.0693835341756295e-05,521.8755229999999,-31.015877,-552.8914,64.94657660151516,106.32792680794793,-5.4272085973637746e-05,278.839773,220.43675,-58.403023,7.568464172,5.366288592835,45.316024993895,18.329592320114745,1
-382.06548514,82.08046286075,-6.9932968288335,7.5926762324455,4.704355508095001,1.1969255671739998,-0.674160923203,0.5126349229681998,1.6271444504199999,1.702291578733,0.9070307743401499,0.6936078647314998,0.75467066591335,1.07408976225565,-0.49855742216599996,-1.5879904768267752,-1.0588774132145,-0.42718085427475,-0.6732846270805001,-1.3526303711135002,143.755645847421,86.01748472370802,18.80660526316574,17.87735830002616,9.906584277817014,8.742736514333089,6.248394083309536,5.683528908697578,5.477194562076537,4.618020817194641,5.960607668958864,6.526027732589438,5.424511627933973,4.673475524097767,4.3388679180451915,5.739184091580482,3.8799666033673064,4.021465559566847,3.481705939432628,4.202902863890197,408.21528713201405,118.89579497033654,20.064760204415748,19.42289041719221,10.966830572231661,8.824288785642041,6.28465763353196,5.706601039169262,5.7137780262601545,4.921779443155528,6.029224544570497,6.562783695699854,5.47675581120621,4.795314618637998,4.367417350498876,5.954825588675373,4.021860542020504,4.044090593574927,3.5462076134574194,4.41520117369017,0.389553084202163,0.2525364224654584,-0.48786103491374594,1.068089448179297,0.8764069884853134,1.0991418330210943,-0.19420452926744106,0.3754556711426041,0.4284388626794083,1.1584103404622146,-1.6627197119710413,0.5848462200087876,1.1221279215831526,0.8952825594890919,-0.5670149966415275,-1.3248690287479896,-0.6037037534161456,-0.49797365534072746,-0.11854738195929486,-0.9257152590260009,-1.5539433332094021,-1.655103918484895,0.7143441497460765,1.9633226724412687,1.129789307627001,3.33746077656179,2.5657079132626635,2.5132905724082244,1.720604527588966,2.7663352483389243,11.607969445927784,2.8551697224944084,3.5381809389057457,2.691427655694514,3.4418095530530906,3.5024306837531984,1.8726536426260134,2.819438579290212,4.218236219522012,2.251161792297517,39.340672651515156,408.21528713201405,-2.1895364280201408e-05,409.74138,-104.18662,-513.928,23.71686643939394,118.89579497033654,-1.815234307125494e-05,249.84868,249.84868,0.0,3.226575955,2.0923707245,30.603367101150006,16.83467192303,1
